#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  50
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  50
#! SET periodic_psi true
   -3.141592654   -3.141592654    4.838919195  -20.089105697    7.045215952
   -3.015928947   -3.141592654    2.726201441  -14.287727204    7.912177876
   -2.890265241   -3.141592654    1.471803043   -6.391128199    8.497255979
   -2.764601535   -3.141592654    1.242827069    1.404448154    9.011949233
   -2.638937829   -3.141592654    1.839741161    6.653276583    9.628475826
   -2.513274123   -3.141592654    2.955946277    9.894386806   10.464456943
   -2.387610417   -3.141592654    4.412784163   12.046058847   11.489539569
   -2.261946711   -3.141592654    6.038266000   12.367527303   12.505686247
   -2.136283004   -3.141592654    7.576882056   10.938307174   13.518827636
   -2.010619298   -3.141592654    8.940905986    9.813216029   14.304758721
   -1.884955592   -3.141592654   10.169270805    8.446916170   15.163999946
   -1.759291886   -3.141592654   11.152985702    6.308877238   16.806960091
   -1.633628180   -3.141592654   12.038609135    7.479504484   18.543936552
   -1.507964474   -3.141592654   13.273138609   11.034764594   19.609991652
   -1.382300768   -3.141592654   14.903101439   14.020529989   20.873671838
   -1.256637061   -3.141592654   17.115710223   21.335232096   23.503752540
   -1.130973355   -3.141592654   20.647677372   34.214196344   27.364307864
   -1.005309649   -3.141592654   25.813009417   46.459414309   31.568508580
   -0.879645943   -3.141592654   32.379091703   57.046616246   36.500474376
   -0.753982237   -3.141592654   40.375548557   69.491079450   42.491118665
   -0.628318531   -3.141592654   49.899745063   80.048525928   47.076105794
   -0.502654825   -3.141592654   60.264416673   82.711580210   48.832605808
   -0.376991118   -3.141592654   70.788484245   84.564090840   51.747423768
   -0.251327412   -3.141592654   81.777652285   88.299256275   55.137554198
   -0.125663706   -3.141592654   92.193466747   70.476329203   45.484714453
    0.000000000   -3.141592654   98.039698342   17.011787842   14.940351707
    0.125663706   -3.141592654   96.373414759  -41.523904712  -20.720347197
    0.251327412   -3.141592654   89.025244740  -70.621928264  -40.228478016
    0.376991118   -3.141592654   79.796169915  -74.775118365  -42.885782278
    0.502654825   -3.141592654   70.591085350  -72.288770921  -40.805221680
    0.628318531   -3.141592654   61.830580774  -67.319024138  -38.705536631
    0.753982237   -3.141592654   53.973837243  -57.506871999  -35.370799373
    0.879645943   -3.141592654   47.654254354  -43.316091633  -31.350050367
    1.005309649   -3.141592654   43.161237319  -29.394089008  -26.898143407
    1.130973355   -3.141592654   40.256252302  -17.998163711  -22.002824019
    1.256637061   -3.141592654   38.659006215   -8.659971906  -18.395059999
    1.382300768   -3.141592654   38.008831129   -3.423171472  -16.389602280
    1.507964474   -3.141592654   37.719036421   -2.645630763  -14.145051093
    1.633628180   -3.141592654   37.342252042   -4.598615711  -11.838103766
    1.759291886   -3.141592654   36.619913410   -8.048489735  -10.668341541
    1.884955592   -3.141592654   35.402944844  -12.413822210   -9.811724477
    2.010619298   -3.141592654   33.583336929  -17.580093076   -8.476106155
    2.136283004   -3.141592654   31.142880661  -21.951152139   -6.846441873
    2.261946711   -3.141592654   28.246890499  -24.929530868   -4.909364548
    2.387610417   -3.141592654   25.023925222  -27.197725388   -2.711221179
    2.513274123   -3.141592654   21.546368679  -28.953635435   -0.284356282
    2.638937829   -3.141592654   17.919498548  -29.456029109    2.270216913
    2.764601535   -3.141592654   14.312707774  -28.751981692    4.473010264
    2.890265241   -3.141592654   10.834061873  -27.477635419    5.729611299
    3.015928947   -3.141592654    7.600644548  -24.648490671    6.287473951

   -3.141592654   -3.015928947    6.043678207  -18.881868240   10.969133388
   -3.015928947   -3.015928947    4.075648976  -13.301193189   12.207867065
   -2.890265241   -3.015928947    2.914275110   -5.898655766   12.946891988
   -2.764601535   -3.015928947    2.727061928    1.621336221   13.114000783
   -2.638937829   -3.015928947    3.357999295    7.097581246   13.170661938
   -2.513274123   -3.015928947    4.569681093   10.938385591   13.976320252
   -2.387610417   -3.015928947    6.164474723   13.064640940   15.188144013
   -2.261946711   -3.015928947    7.901275817   13.175248344   15.930119246
   -2.136283004   -3.015928947    9.541743980   11.726225078   16.543564232
   -2.010619298   -3.015928947   10.988355318   10.362435756   17.143614103
   -1.884955592   -3.015928947   12.314477432    9.661579610   17.819897209
   -1.759291886   -3.015928947   13.511636369    8.284481890   19.308253517
   -1.633628180   -3.015928947   14.605156643    8.596738493   20.733341217
   -1.507964474   -3.015928947   15.931047501   11.729042540   21.430975892
   -1.382300768   -3.015928947   17.739478636   16.420360594   23.323299205
   -1.256637061   -3.015928947   20.375654760   25.456084955   27.289088358
   -1.130973355   -3.015928947   24.444498862   38.434081302   31.702727949
   -1.005309649   -3.015928947   30.135427225   50.809176166   35.843184820
   -0.879645943   -3.015928947   37.321058826   62.627009487   40.702809647
   -0.753982237   -3.015928947   46.029690388   74.683396156   45.757480447
   -0.628318531   -3.015928947   56.015484062   82.074331366   48.488750692
   -0.502654825   -3.015928947   66.552711442   84.329198228   49.712757536
   -0.376991118   -3.015928947   77.417948906   87.735760639   51.780573828
   -0.251327412   -3.015928947   88.351409367   81.457897627   46.430352250
   -0.125663706   -3.015928947   96.583733634   42.379465065   21.465408226
    0.000000000   -3.015928947   98.100788382  -19.755394560  -15.042503671
    0.125663706   -3.015928947   92.550065897  -63.688099279  -39.860990447
    0.251327412   -3.015928947   83.671356305  -74.205025333  -45.143164890
    0.376991118   -3.015928947   74.500139898  -72.382862783  -42.296469188
    0.502654825   -3.015928947   65.561518344  -70.452385141  -40.032940610
    0.628318531   -3.015928947   57.095195678  -64.047605056  -37.155084846
    0.753982237   -3.015928947   49.746768671  -53.036844263  -32.410063679
    0.879645943   -3.015928947   43.967261429  -39.282799726  -27.866579717
    1.005309649   -3.015928947   39.992818351  -25.047778426  -24.128986502
    1.130973355   -3.015928947   37.652709291  -13.672029590  -20.292968603
    1.256637061   -3.015928947   36.493858812   -6.165446962  -17.061243420
    1.382300768   -3.015928947   36.077732968   -1.856541340  -15.218735659
    1.507964474   -3.015928947   36.025064612   -0.438071667  -13.703727018
    1.633628180   -3.015928947   35.921035382   -2.721596521  -11.917698377
    1.759291886   -3.015928947   35.370710984   -7.099525583  -10.402162035
    1.884955592   -3.015928947   34.262692341  -11.450064549   -9.237526968
    2.010619298   -3.015928947   32.603533284  -15.925714312   -7.788836313
    2.136283004   -3.015928947   30.417860265  -19.623855663   -5.454732782
    2.261946711   -3.015928947   27.825747415  -22.538921451   -2.741988192
    2.387610417   -3.015928947   24.893836138  -24.885321556   -0.363547532
    2.513274123   -3.015928947   21.727341842  -26.292086239    2.079398120
    2.638937829   -3.015928947   18.449842591  -26.738689809    4.838567008
    2.764601535   -3.015928947   15.138609584  -26.910120340    7.165081312
    2.890265241   -3.015928947   11.820604437  -26.684819627    8.584206328
    3.015928947   -3.015928947    8.675279467  -23.860471024    9.649888315

   -3.141592654   -2.890265241    7.655904028  -17.764506840   13.293326227
   -3.015928947   -2.890265241    5.802406388  -12.576695823   13.763900231
   -2.890265241   -2.890265241    4.709912086   -5.551856620   14.134073409
   -2.764601535   -2.890265241    4.543260996    1.649111195   14.403544143
   -2.638937829   -2.890265241    5.196548821    7.620088818   14.797415603
   -2.513274123   -2.890265241    6.536613911   12.327959926   15.965041821
   -2.387610417   -2.890265241    8.296840411   14.083860448   17.263832402
   -2.261946711   -2.890265241   10.114033137   13.589335779   17.832070437
   -2.136283004   -2.890265241   11.816066525   12.334660476   18.289296744
   -2.010619298   -2.890265241   13.338490599   10.883971224   18.940888030
   -1.884955592   -2.890265241   14.729530495   10.310577098   19.345738410
   -1.759291886   -2.890265241   16.040182596    9.361568930   19.680974485
   -1.633628180   -2.890265241   17.263134927    9.540817170   20.344393255
   -1.507964474   -2.890265241   18.738022850   13.484874705   22.086880476
   -1.382300768   -2.890265241   20.889205612   20.076971287   25.547113783
   -1.256637061   -2.890265241   24.036870247   29.620983661   29.423474157
   -1.130973355   -2.890265241   28.600085650   42.211219379   32.673929863
   -1.005309649   -2.890265241   34.788953049   55.123729610   36.413896494
   -0.879645943   -2.890265241   42.555169103   67.351937391   40.726433855
   -0.753982237   -2.890265241   51.773098466   77.704777905   43.736424395
   -0.628318531   -2.890265241   61.987652532   82.991562351   44.732776778
   -0.502654825   -2.890265241   72.652733832   85.675446943   45.284364653
   -0.376991118   -2.890265241   83.517245844   84.406207217   42.409655534
   -0.251327412   -2.890265241   93.007175947   60.121049051   24.830814741
   -0.125663706   -2.890265241   97.421176660    5.798279801   -9.037062319
    0.000000000   -2.890265241   94.610426562  -47.935442365  -39.360473868
    0.125663706   -2.890265241   86.851583574  -70.829806728  -49.720442214
    0.251327412   -2.890265241   77.901563722  -70.753189288  -46.875046695
    0.376991118   -2.890265241   69.191896556  -69.256167919  -43.022034239
    0.502654825   -2.890265241   60.598206091  -67.527131064  -39.730155665
    0.628318531   -2.890265241   52.607365441  -59.325138827  -35.136652105
    0.753982237   -2.890265241   45.904493921  -47.880275822  -29.954842467
    0.879645943   -2.890265241   40.714895340  -35.215281547  -25.255866154
